Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Sale_Price
70,7000,3,3,1962,1962,0,0,1,2,2,3,5,1,72,1025,1,1025,0,3,1,6,0,0,0,0,96,3,2006,1.0,1.0,1025.0,81.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,124000
0,2665,3,4,1976,1976,0,0,1,4,2,2,1,7,264,264,1,616,688,3,1,4,1,4,336,2,141,6,2008,0.0,2.0,1304.0,25.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,115000
72,8640,3,3,1968,1968,300,0,1,4,3,2,5,1,56,900,4,884,886,4,1,7,0,0,530,2,0,6,2006,1.0,2.0,1770.0,60.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,155000
61,7930,4,7,1969,2005,0,0,1,2,2,1,6,3,115,1026,3,1026,0,3,3,5,0,0,440,2,171,7,2009,1.0,1.0,1026.0,49.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,156000
96,11777,3,4,1966,1966,97,0,1,2,2,3,2,4,285,1164,4,1320,0,3,1,6,2,3,564,2,160,5,2006,1.0,1.0,1320.0,309.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,164500
79,11646,4,3,2005,2006,0,2,1,4,2,3,1,7,704,704,4,704,718,3,3,7,1,4,440,2,36,7,2009,0.0,3.0,1422.0,29.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,173000
103,13472,9,3,2003,2003,922,3,1,5,2,4,6,3,2336,2392,4,2392,0,3,4,8,1,5,968,2,248,6,2009,0.0,2.0,2392.0,106.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,386250
65,9750,3,4,1959,1959,164,0,1,2,2,1,3,6,784,984,3,984,0,2,2,5,0,0,308,2,0,6,2008,1.0,1.0,984.0,0.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,110000
32,4500,4,3,1998,1998,320,0,1,5,2,1,6,3,338,1204,4,1204,0,2,1,5,0,0,412,2,0,6,2009,1.0,2.0,1204.0,248.0,162226.63157894736,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,162000
0,12728,7,3,2001,2001,256,2,1,4,2,2,6,3,333,1531,4,1531,908,4,3,7,1,2,560,2,184,1,2007,1.0,3.0,2439.0,122.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,275000
84,10728,7,3,2006,2006,0,2,1,4,2,2,1,7,1095,1095,3,1095,844,3,3,8,1,4,1053,2,192,8,2006,0.0,3.0,1939.0,52.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,266000
79,14122,7,3,2005,2006,240,2,1,5,2,1,6,3,1794,1822,4,1822,0,3,4,8,1,4,678,2,0,2,2010,0.0,2.0,1822.0,120.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,259000
74,7844,4,6,1978,1978,203,0,1,2,2,1,5,1,463,672,1,672,728,3,1,6,1,2,440,2,0,3,2006,0.0,2.0,1400.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,149500
0,9000,3,5,1959,1959,0,0,1,2,2,1,6,3,718,1006,1,1006,0,3,1,5,0,0,0,0,0,7,2008,0.0,1.0,1006.0,25.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,80000
69,11737,4,6,1924,1996,0,0,1,2,2,1,1,7,848,848,1,1017,810,2,1,9,1,4,240,2,27,5,2006,0.0,1.0,1827.0,79.0,124756.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,202500
0,9981,3,3,1967,1967,340,0,1,2,2,2,4,2,852,1073,3,1073,0,3,1,6,0,0,270,2,0,3,2008,0.0,1.0,1073.0,91.0,136751.1523178808,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,120000
0,11235,3,4,1963,1963,0,0,1,4,2,3,5,1,197,981,1,1075,0,3,3,6,0,0,440,2,64,5,2008,1.0,1.0,1075.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,148000
81,11216,7,3,2006,2006,0,2,1,4,4,1,1,7,1489,1489,4,1489,0,3,3,7,1,4,776,2,0,6,2006,0.0,2.0,1489.0,141.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,232600
94,12220,9,3,2009,2009,305,3,1,5,2,1,6,3,570,2006,4,2020,0,3,4,9,1,4,900,2,156,9,2009,1.0,3.0,2020.0,55.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,402861
50,8012,4,3,1980,1980,0,0,1,4,2,1,4,2,261,923,1,923,0,2,1,5,1,2,264,2,80,5,2010,0.0,2.0,923.0,0.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,143000
71,8838,3,5,1957,1982,0,0,1,0,0,0,0,5,0,0,3,1764,0,4,1,7,1,2,301,2,0,10,2008,0.0,3.0,1764.0,73.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100000
80,10400,2,3,1956,1956,0,0,1,2,2,1,3,6,295,1200,1,1200,0,3,1,6,2,4,294,2,0,11,2009,1.0,1.0,1200.0,330.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,144000
70,11767,2,6,1910,2000,0,0,1,3,2,1,1,7,560,560,3,796,550,2,1,6,0,0,384,2,168,5,2007,0.0,2.0,1346.0,25.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,112000
53,5362,3,4,1910,2003,0,0,1,2,2,1,1,7,661,661,4,661,589,3,1,8,1,4,552,2,242,11,2007,0.0,2.0,1250.0,82.0,207550.83495145632,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,139000
85,10200,3,6,1954,2003,104,0,1,2,2,1,5,1,404,1086,3,1086,0,3,1,6,0,0,490,2,0,5,2010,1.0,1.0,1086.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144900
24,2645,7,3,1999,2000,456,2,1,4,2,1,6,3,147,960,4,962,645,3,3,7,0,0,480,2,169,12,2008,1.0,3.0,1607.0,0.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,200000
57,8013,7,3,1995,1996,0,2,1,4,2,1,6,3,846,1587,4,1734,0,2,3,6,0,0,528,2,52,9,2009,1.0,2.0,1734.0,51.0,324229.1960784314,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,239500
62,9856,3,7,1900,2005,0,2,3,3,2,1,1,7,716,716,4,1007,1007,5,1,8,0,0,624,2,0,6,2006,0.0,2.0,2014.0,240.0,123991.89121338911,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,169000
66,21780,4,3,1920,1950,0,0,1,2,3,1,1,7,817,817,3,940,610,3,1,7,1,2,318,2,0,9,2006,0.0,2.0,1550.0,430.0,207550.83495145632,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,195000
57,10307,4,3,1910,1950,0,0,1,2,2,2,2,4,339,972,3,972,972,4,1,12,0,0,324,2,0,6,2009,1.0,2.0,1944.0,198.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,103500
0,11836,3,3,1970,1970,0,0,1,2,2,1,4,2,1503,1652,1,1652,0,4,1,8,0,0,928,2,0,3,2006,0.0,2.0,1652.0,0.0,162226.63157894736,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,146500
64,7040,3,3,1979,1979,216,0,1,4,2,3,6,3,0,1094,1,1229,0,2,3,6,2,2,672,2,120,6,2009,2.0,2.0,1229.0,0.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,148325
123,47007,3,6,1959,1996,0,0,1,0,0,0,0,5,0,0,1,3820,0,5,4,11,2,4,624,2,0,7,2008,0.0,4.0,3820.0,373.0,130843.38144329896,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,284700
0,12155,4,5,1970,1970,0,0,1,4,2,1,2,4,420,1657,3,1657,0,3,1,7,1,2,484,2,0,3,2007,1.0,2.0,1657.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,163500
72,8640,7,3,2007,2007,0,2,1,4,2,1,6,3,1314,1338,4,1338,0,3,3,6,0,0,598,2,0,11,2007,0.0,2.0,1338.0,142.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,208900
77,9320,2,3,1959,1959,0,0,1,2,2,1,5,1,381,950,2,1225,0,3,1,6,0,0,0,0,352,1,2010,1.0,2.0,1225.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,128950
35,4274,6,3,2006,2007,0,2,1,4,2,1,6,3,135,1241,4,1241,0,1,3,4,0,0,569,2,0,11,2007,1.0,2.0,1241.0,117.0,229707.32417582415,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,199900
64,6979,4,3,1980,1980,0,0,1,2,2,1,6,3,0,1056,3,1056,0,0,1,4,0,0,576,2,264,6,2010,2.0,0.0,1056.0,57.0,123991.89121338911,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000
50,8635,3,3,1925,1950,0,0,2,2,2,1,2,4,938,1072,1,1072,0,2,1,5,0,0,1184,2,0,8,2009,1.0,1.0,1072.0,106.0,124756.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,126500
60,11340,2,4,1885,1950,0,0,1,2,2,1,1,7,777,777,3,1246,1044,4,1,11,0,0,560,2,0,4,2010,0.0,2.0,2290.0,115.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,122500
21,1504,2,2,1972,1972,0,0,1,2,2,1,4,2,294,546,1,546,546,3,1,5,0,0,253,2,0,5,2007,0.0,2.0,1092.0,0.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,85500
59,8660,3,3,1976,1976,113,0,3,4,2,3,6,3,513,1015,1,1025,0,3,1,6,1,3,370,2,127,7,2007,0.0,2.0,1025.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,153500
150,215245,6,3,1965,1965,0,0,1,4,2,4,5,1,80,2136,1,2036,0,3,1,8,2,4,513,2,0,6,2009,2.0,2.0,2036.0,0.0,246599.54166666663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,375000
75,11166,6,3,2001,2001,180,2,1,4,2,2,6,3,1468,1492,4,1492,0,3,3,6,1,2,608,2,0,7,2009,0.0,2.0,1492.0,114.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,201000
44,4224,3,3,1976,1976,0,0,1,4,2,1,5,1,268,1142,1,1142,0,3,1,6,1,1,528,2,536,8,2007,1.0,2.0,1142.0,91.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,134000
73,10921,2,3,1965,1965,48,0,1,2,2,1,3,6,440,960,1,960,0,3,1,6,0,0,432,2,120,5,2007,1.0,1.0,960.0,0.0,130843.38144329896,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94750
34,3628,6,3,2004,2004,0,2,1,4,2,1,1,7,1143,1143,4,1143,0,1,3,5,1,4,588,2,0,5,2006,0.0,2.0,1143.0,192.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,176400
97,10029,4,3,1988,1989,268,2,1,4,2,1,6,3,320,1151,1,1164,896,4,1,8,1,2,521,2,0,9,2007,1.0,3.0,2060.0,228.0,208662.0909090909,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,211000
80,9600,3,7,1950,2006,0,0,3,2,2,1,4,2,232,572,3,1337,0,3,3,7,1,4,264,2,0,9,2008,1.0,1.0,1337.0,193.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,141500
64,9037,7,3,2006,2006,32,2,1,4,2,3,6,3,1048,1476,4,1484,0,2,4,6,1,4,472,2,120,12,2007,0.0,2.0,1484.0,34.0,246599.54166666663,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,265900
58,16770,6,3,1998,1998,30,2,1,4,2,1,1,7,1195,1195,3,1195,644,4,1,7,0,0,486,2,0,6,2010,0.0,3.0,1839.0,82.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,221000
67,16285,6,3,2001,2002,0,2,1,4,2,1,1,7,1413,1413,4,1430,0,3,3,6,0,0,605,2,0,6,2009,0.0,2.0,1430.0,34.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,187100
0,8826,6,3,2000,2000,144,2,1,4,2,1,6,3,144,985,4,985,857,3,3,7,1,2,486,2,193,7,2007,1.0,3.0,1842.0,97.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,217500
35,3675,4,3,2005,2006,82,0,1,4,2,4,6,3,0,547,3,1072,0,2,1,5,0,0,525,2,0,6,2006,1.0,2.0,1072.0,45.0,130843.38144329896,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,140000
84,10207,6,4,2007,2007,0,2,1,4,2,1,1,7,874,874,4,874,887,3,3,7,0,0,578,2,144,8,2007,0.0,3.0,1761.0,106.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,227875
65,8200,6,3,2003,2004,0,2,1,4,2,1,1,7,847,847,4,847,1081,4,3,8,1,4,434,2,100,7,2007,0.0,3.0,1928.0,49.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,219500
51,6120,3,4,1936,1950,0,0,2,2,2,1,1,7,927,927,1,1067,472,3,1,5,0,0,576,2,112,4,2009,0.0,2.0,1539.0,0.0,124756.25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,141500
0,9763,6,3,1998,1998,239,2,1,4,2,1,6,3,328,1502,4,1502,0,1,3,5,1,2,286,2,0,9,2007,1.0,2.0,1502.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,330000
85,11003,9,3,2008,2008,160,3,1,5,2,3,6,3,252,1017,4,1026,981,3,4,10,1,5,812,2,168,4,2009,1.0,3.0,2007.0,53.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,310000
82,11070,3,3,1991,1991,0,0,1,4,2,1,4,2,1527,1582,1,1595,0,2,1,5,0,0,672,2,0,4,2009,1.0,2.0,1595.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,152000
60,8238,4,3,1997,1998,0,0,1,2,2,1,6,3,113,813,4,813,712,3,1,6,1,2,400,2,421,5,2006,1.0,3.0,1525.0,73.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,183500
65,6285,4,4,1976,1976,0,0,2,2,2,3,6,3,456,960,1,1044,0,3,1,7,1,3,528,3,228,4,2007,1.0,1.0,1044.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,133500
0,10364,4,3,1995,1996,0,0,1,4,2,1,1,7,806,806,3,806,766,3,1,7,1,2,373,2,0,5,2007,0.0,3.0,1572.0,41.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,168000
90,9900,3,3,1961,1961,0,0,3,2,2,1,1,7,1114,1114,1,1114,0,3,1,5,0,0,451,2,0,5,2008,1.0,1.0,1114.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,140000
43,7052,6,3,2005,2005,240,2,1,4,2,3,6,3,705,1364,4,1364,0,2,3,6,1,4,484,2,192,6,2006,1.0,2.0,1364.0,37.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,185850
105,15578,4,3,2006,2006,0,2,1,4,2,1,1,7,728,728,3,728,728,3,1,8,0,0,429,2,0,5,2006,0.0,3.0,1456.0,0.0,190646.57575757572,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,172785
86,11839,6,3,1990,1990,99,0,1,4,2,1,6,3,390,1475,4,1532,797,4,3,10,1,5,514,2,192,5,2008,1.0,3.0,2329.0,122.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,262280
0,7400,3,3,1984,1984,0,0,1,4,2,3,2,4,0,1060,1,1126,0,2,1,5,0,0,506,2,178,3,2008,1.0,1.0,1126.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,152000
67,8877,2,4,1938,1958,0,0,1,2,2,2,5,1,126,816,4,816,0,2,1,3,1,4,288,3,0,5,2009,1.0,1.0,816.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100000
0,7010,3,3,1935,1950,0,0,1,2,2,1,3,6,849,1024,1,1144,594,3,1,6,1,4,240,2,0,7,2008,0.0,2.0,1738.0,31.0,124756.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,153000
65,14753,6,3,1998,1998,0,0,1,4,2,2,6,3,513,1463,4,1463,0,3,1,5,0,0,539,2,0,12,2009,1.0,2.0,1463.0,82.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,207000
82,9840,3,6,1959,1998,0,0,1,2,2,1,5,1,195,1248,1,1440,0,2,3,7,0,0,480,2,150,6,2008,1.0,2.0,1440.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,185000
70,7420,3,3,1962,1962,0,0,1,2,2,1,3,6,640,1057,1,1057,0,3,1,6,0,0,576,2,0,4,2007,0.0,1.0,1057.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,132000
81,8170,6,6,1929,1950,270,2,3,2,2,1,5,1,496,1022,4,1122,549,4,1,7,1,4,451,2,0,2,2006,0.0,2.0,1671.0,0.0,207550.83495145632,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,218000
