MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh,Actual Value,Predicted Value,Difference
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,30,5330,1,1,Moderately_Irregular,Lvl,1,Inside,Gtl,Somerset,Norm,1,TwnhsE,One_Story,7,3,2006,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1550,1550,GasA,4,Y,1550,0,0,2,1,3,5,Typ,0,0,Attchd,Fin,528,2,2,Paved,0,None,0,7,2007,New,Partial,0.0,3.0,1550.0,0.0,1.0,103.0,229707.32417582415,207500,213587.96965577742,6087.969655777415
Two_Story_1946_and_Newer,Residential_Low_Density,60,21930,1,0,Irregular,Lvl,1,Inside,Gtl,Gilbert,RRAn,1,OneFam,Two_Story,3,3,2005,2005,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,4,3,1,7,1,0,732,732,GasA,4,Y,734,1104,0,4,1,1,7,Typ,1,4,BuiltIn,Fin,372,2,2,Paved,100,None,0,7,2006,WD ,Normal,0.0,3.0,1838.0,0.0,1.0,41.0,190646.57575757572,192140,197577.35167249007,5437.351672490069
Duplex_All_Styles_and_Ages,Residential_Low_Density,70,8078,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,Duplex,One_Story,3,3,1958,1958,Hip,1,Wd Sdng,Wd Sdng,Stone,260,0,1,CBlock,2,2,1,1,7,1,0,1560,1560,GasA,1,Y,1560,0,0,4,2,1,8,Typ,0,0,Detchd,Unf,484,2,2,Paved,0,None,0,12,2007,WD ,Normal,0.0,2.0,1560.0,0.0,0.0,0.0,145097.34988713317,128600,132638.43953886192,4038.439538861916
Two_Story_1945_and_Older,Residential_Medium_Density,121,17671,1,1,Regular,Lvl,1,Corner,Gtl,Old_Town,Artery,1,OneFam,Two_Story,7,8,1882,1986,Gable,1,Wd Sdng,Wd Sdng,None,0,2,3,BrkTil,2,2,1,4,2,1,0,700,916,GasA,3,Y,916,826,0,4,1,3,8,Typ,1,4,Attchd,Unf,424,2,2,Partial_Pavement,0,None,0,11,2009,WD ,Normal,0.0,2.0,1742.0,0.0,1.0,170.0,123991.89121338911,168000,197496.89698555862,29496.89698555862
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,10872,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge_Heights,Norm,1,OneFam,One_Story,8,3,2006,2006,Gable,1,VinylSd,VinylSd,Stone,122,2,1,PConc,5,4,3,6,3,1,0,467,1504,GasA,4,Y,1531,0,0,2,1,4,6,Typ,1,4,Attchd,Fin,700,2,2,Paved,184,None,0,2,2009,WD ,Normal,1.0,2.0,1531.0,0.0,1.0,53.0,322018.265060241,300000,315974.28791734646,15974.28791734646
One_Story_PUD_1946_and_Newer,Residential_Low_Density,43,3182,1,0,Regular,Lvl,1,Inside,Gtl,Bloomington_Heights,Norm,1,TwnhsE,One_Story,6,3,2005,2006,Gable,1,VinylSd,VinylSd,BrkFace,16,2,1,PConc,4,2,1,6,3,1,0,1330,1346,GasA,4,Y,1504,0,0,1,1,3,7,Typ,1,4,Attchd,Fin,457,2,2,Paved,156,None,0,5,2009,WD ,Normal,0.0,2.0,1504.0,0.0,0.0,0.0,196661.67857142855,181000,198055.19908711966,17055.19908711966
Two_Story_1946_and_Newer,Residential_Low_Density,90,11250,1,0,Regular,Lvl,1,Corner,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,1995,1996,Gable,1,VinylSd,VinylSd,None,0,2,3,PConc,4,4,3,6,3,1,0,245,930,GasA,4,Y,950,1045,0,4,1,3,8,Typ,1,2,Attchd,RFn,610,2,2,Paved,275,None,0,7,2006,WD ,Normal,1.0,3.0,1995.0,0.0,1.0,171.0,201803.43445692884,237000,246836.47807218722,9836.478072187223
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,83,9849,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,6,4,2007,2007,Hip,1,VinylSd,VinylSd,Stone,0,2,1,PConc,4,2,3,1,7,1,0,1689,1689,GasA,4,Y,1689,0,0,3,1,3,7,Typ,0,0,Attchd,RFn,954,2,2,Paved,0,None,0,6,2007,New,Partial,0.0,2.0,1689.0,0.0,1.0,57.0,229707.32417582415,248328,243553.19596632355,4774.804033676453
Two_Story_1946_and_Newer,Residential_Low_Density,70,8726,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,2002,2002,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,872,872,GasA,4,Y,872,1037,0,4,1,3,8,Typ,0,0,BuiltIn,RFn,529,2,2,Paved,0,None,0,9,2006,WD ,Normal,0.0,3.0,1909.0,0.0,1.0,109.0,201803.43445692884,197000,202921.4670479323,5921.467047932296
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,51,6120,1,0,Regular,Lvl,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_and_Half_Fin,3,4,1926,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,5,1,1,0,405,756,GasA,3,Y,903,378,0,2,1,3,6,Typ,0,0,Detchd,Unf,379,2,2,Paved,25,None,0,8,2007,WD ,Normal,1.0,1.0,1281.0,0.0,0.0,0.0,124756.25,132500,130766.20672953539,1733.7932704646082
Two_Story_1946_and_Newer,Residential_Low_Density,54,9783,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,Two_Story,4,3,1996,1996,Gable,1,HdBoard,HdBoard,None,0,0,1,PConc,4,2,1,1,7,1,0,821,821,GasA,3,Y,821,955,0,3,1,1,7,Typ,1,2,BuiltIn,Fin,443,2,2,Paved,286,None,0,5,2006,WD ,Normal,0.0,3.0,1776.0,0.0,1.0,117.0,190646.57575757572,202000,184903.84534390198,17096.15465609802
Two_Story_1946_and_Newer,Residential_Low_Density,0,13700,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,Two_Story,6,4,1965,1988,Gable,1,VinylSd,VinylSd,Stone,288,0,1,CBlock,2,2,4,5,1,1,0,410,864,GasA,1,Y,902,918,0,4,1,3,8,Typ,2,4,Attchd,Unf,492,2,2,Paved,60,None,0,5,2008,WD ,Normal,0.0,3.0,1820.0,0.0,1.0,84.0,145097.34988713317,201800,214268.56277291675,12468.562772916746
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,49,15256,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Somerset,RRAn,1,OneFam,One_Story,7,3,2007,2007,Gable,1,VinylSd,VinylSd,Stone,84,2,1,PConc,4,2,4,6,3,1,0,556,1485,GasA,4,Y,1464,0,0,3,1,3,6,Typ,0,0,Attchd,Unf,754,2,2,Paved,168,None,0,8,2007,WD ,Normal,1.0,2.0,1464.0,0.0,1.0,161.0,229707.32417582415,282922,248511.26740342937,34410.732596570626
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,109,9723,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,4,6,1963,1963,Hip,1,MetalSd,MetalSd,BrkFace,332,0,1,CBlock,2,2,1,1,7,1,0,1008,1008,GasA,1,Y,1008,0,0,2,1,1,5,Typ,0,0,Attchd,RFn,430,2,2,Paved,0,None,0,10,2006,WD ,Normal,0.0,1.0,1008.0,0.0,0.0,0.0,145097.34988713317,135000,136970.74056696947,1970.7405669694708
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,21370,1,0,Regular,Lvl,1,FR2,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,3,1950,1950,Gable,1,Wd Sdng,MetalSd,None,0,0,1,Slab,0,0,0,0,5,0,0,0,0,GasA,1,Y,1640,0,0,3,1,1,7,Min1,1,4,Attchd,RFn,394,2,2,Paved,0,Shed,600,6,2006,WD ,Normal,0.0,1.0,1640.0,0.0,1.0,226.0,136751.1523178808,131000,139014.96861317314,8014.968613173143
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,72,7822,1,0,Regular,Bnk,1,Corner,Gtl,Edwards,Artery,1,OneFam,One_and_Half_Fin,4,5,1915,1950,Gable,1,AsbShng,AsbShng,None,0,0,2,BrkTil,3,3,1,1,7,1,0,832,832,GasA,1,Y,846,492,0,3,1,1,7,Typ,0,0,Detchd,Unf,528,2,2,Dirt_Gravel,0,None,0,5,2006,WD ,AdjLand,0.0,2.0,1338.0,0.0,1.0,209.0,130843.38144329896,92000,97716.12104726638,5716.121047266381
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1680,1,0,Regular,Lvl,1,Inside,Gtl,Briardale,Norm,1,Twnhs,Two_Story,3,6,1972,1972,Gable,1,CemntBd,CmentBd,BrkFace,268,0,1,CBlock,2,2,1,5,1,1,0,399,630,GasA,1,Y,630,672,0,3,1,1,6,Typ,0,0,Detchd,Unf,264,2,2,Paved,185,None,0,2,2009,WD ,Normal,0.0,3.0,1302.0,0.0,0.0,0.0,105608.33333333331,119500,118523.16701329147,976.8329867085267
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9178,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,7,3,2008,2008,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,3,1,7,1,0,1468,1468,GasA,4,Y,1468,0,0,3,1,3,6,Typ,1,4,Attchd,RFn,904,2,2,Paved,192,None,0,6,2009,WD ,Normal,0.0,2.0,1468.0,0.0,1.0,143.0,201803.43445692884,239900,232403.00486459417,7496.9951354058285
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,1,0,Regular,Lvl,1,Inside,Gtl,Mitchell,Norm,1,OneFam,One_Story,3,8,1982,2008,Gable,1,VinylSd,VinylSd,None,0,2,3,CBlock,2,2,1,5,1,1,0,175,816,GasA,4,Y,816,0,0,3,1,3,5,Typ,1,5,Attchd,Unf,264,2,2,Paved,0,None,0,10,2008,WD ,Normal,1.0,1.0,816.0,0.0,0.0,0.0,162226.63157894736,130500,143697.76075759932,13197.760757599317
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,72,8640,1,0,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,One_Story,7,3,2007,2008,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,6,3,1,0,1339,1363,GasA,4,Y,1372,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,588,2,2,Paved,192,None,0,7,2008,New,Partial,0.0,2.0,1372.0,0.0,1.0,114.0,229707.32417582415,212700,233480.919610758,20780.919610757992
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,120,13560,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,4,5,1968,1968,Hip,1,Wd Sdng,Wd Sdng,BrkFace,216,0,1,CBlock,3,3,1,1,7,1,0,1392,1392,GasA,3,Y,1392,0,0,2,1,1,5,Maj2,2,2,Attchd,RFn,576,2,2,Paved,0,None,0,7,2009,WD ,Normal,1.0,1.0,1392.0,0.0,1.0,241.0,145097.34988713317,110000,139091.81711110673,29091.817111106735
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,32,3363,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,TwnhsE,Two_Story,6,3,2004,2004,Gable,1,VinylSd,VinylSd,Stone,117,2,1,PConc,4,2,1,1,7,1,0,976,976,GasA,4,Y,976,732,0,3,1,3,7,Maj1,0,0,Detchd,Unf,380,2,2,Paved,0,None,0,4,2006,WD ,Normal,0.0,2.0,1708.0,0.0,1.0,41.0,130843.38144329896,130000,139246.93242362663,9246.932423626626
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,36,3951,1,1,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,Norm,1,TwnhsE,Two_Story,9,3,1998,1999,Gable,1,BrkFace,MetalSd,None,0,3,1,PConc,4,2,2,4,2,6,842,0,970,GasA,4,Y,1469,924,0,2,1,4,7,Typ,1,2,Attchd,Fin,846,2,2,Paved,0,None,0,2,2008,WD ,Normal,1.0,3.0,2393.0,0.0,1.0,90.0,229707.32417582415,345000,299453.4460826137,45546.55391738628
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8430,1,0,Regular,HLS,1,Inside,Mod,College_Creek,Norm,1,OneFam,One_Story,3,3,1978,1978,Gable,1,HdBoard,HdBoard,BrkFace,136,0,1,CBlock,4,2,1,3,6,1,0,424,1040,GasA,1,Y,1040,0,0,3,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,8,2009,WD ,Normal,0.0,2.0,1040.0,0.0,0.0,0.0,201803.43445692884,124000,128559.99110235216,4559.991102352156
Two_Story_1946_and_Newer,Residential_Low_Density,0,11613,1,0,Moderately_Irregular,Lvl,1,Corner,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,4,3,1993,1997,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,5,1,1,0,384,864,GasA,4,Y,920,900,0,3,1,3,7,Typ,0,0,Attchd,RFn,492,2,2,Paved,144,None,0,5,2007,WD ,Normal,0.0,3.0,1820.0,0.0,1.0,86.0,184070.184,191750,194825.8270611332,3075.8270611331973
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8750,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,3,1956,1956,Gable,1,BrkFace,BrkFace,None,0,0,1,CBlock,2,2,1,3,6,4,202,565,1202,GasA,1,Y,1202,0,0,3,1,1,6,Typ,0,0,Attchd,RFn,304,2,2,Paved,0,None,0,11,2009,COD,Abnorml,1.0,1.0,1202.0,0.0,1.0,156.0,145097.34988713317,120000,119217.4394907717,782.5605092282931
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8750,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,3,1955,1955,Gable,1,AsbShng,AsbShng,None,0,0,1,CBlock,2,2,1,3,6,2,483,727,1382,GasA,3,Y,1382,0,0,3,1,3,6,Typ,0,0,Attchd,Unf,350,2,2,Paved,280,None,0,7,2009,WD ,Normal,1.0,1.0,1382.0,0.0,0.0,0.0,145097.34988713317,153000,140581.11899610783,12418.881003892166
One_Story_1945_and_Older,Residential_Low_Density,67,8777,1,0,Regular,Lvl,1,Inside,Mod,Edwards,Feedr,1,OneFam,One_Story,5,4,1945,2007,Gable,1,VinylSd,VinylSd,None,0,0,3,CBlock,0,0,0,0,5,0,0,0,0,GasA,1,N,640,0,0,2,1,1,5,Min1,0,0,Detchd,Unf,240,2,2,Dirt_Gravel,0,None,0,4,2010,ConLD,Normal,0.0,1.0,640.0,0.0,0.0,0.0,130843.38144329896,84900,63096.72749959011,21803.27250040989
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8172,1,0,Regular,HLS,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,2,3,1955,1955,Gable,1,WdShing,Plywood,None,0,0,1,CBlock,2,2,1,5,1,1,0,182,864,GasA,1,Y,864,0,0,3,1,1,5,Typ,0,0,Detchd,Unf,528,2,2,Dirt_Gravel,196,None,0,10,2007,COD,Family,1.0,1.0,864.0,0.0,0.0,0.0,130843.38144329896,79275,105473.37068545792,26198.37068545792
Two_Story_1946_and_Newer,Residential_Low_Density,74,9627,1,0,Regular,Lvl,1,Inside,Mod,Mitchell,Norm,1,OneFam,Two_Story,6,3,1993,1994,Gable,1,HdBoard,HdBoard,BrkFace,94,0,1,PConc,4,2,3,2,4,1,0,238,996,GasA,4,Y,996,1004,0,3,1,1,9,Typ,1,2,Attchd,Fin,650,2,2,Paved,190,None,0,11,2006,WD ,Normal,0.0,3.0,2000.0,0.0,1.0,49.0,162226.63157894736,188000,221204.3776864393,33204.377686439286
PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1596,1,0,Regular,Lvl,1,Inside,Gtl,Meadow_Village,Norm,1,Twnhs,SLvl,2,3,1973,1973,Gable,1,CemntBd,CmentBd,None,0,0,1,CBlock,4,2,4,6,3,1,0,0,462,GasA,1,Y,526,462,0,2,1,1,5,Typ,0,0,BuiltIn,Unf,297,2,2,Paved,120,None,0,11,2009,WD ,Normal,1.0,1.0,988.0,0.0,1.0,102.0,95756.48648648648,91000,94296.40357019458,3296.403570194583
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,17199,1,0,Regular,Lvl,1,FR2,Gtl,North_Ames,Norm,1,OneFam,One_Story,2,6,1961,1961,Gable,1,MetalSd,MetalSd,None,0,0,3,BrkTil,2,2,1,5,1,1,0,600,914,GasA,4,Y,914,0,0,2,1,1,4,Typ,0,0,Basment,Unf,270,3,2,Paved,140,None,0,7,2007,WD ,Normal,0.0,1.0,914.0,0.0,0.0,0.0,145097.34988713317,128000,117112.91753587595,10887.082464124047
Duplex_All_Styles_and_Ages,Residential_Low_Density,60,10800,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,Duplex,One_Story,3,3,1987,1988,Gable,1,Plywood,Plywood,None,0,0,3,CBlock,4,4,4,6,3,1,0,0,1200,GasA,1,Y,1200,0,0,3,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,120,None,0,3,2009,WD ,Alloca,3.0,3.0,1200.0,0.0,0.0,0.0,130843.38144329896,179000,163678.9120123575,15321.087987642502
Split_or_Multilevel,Residential_Low_Density,0,7176,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,SLvl,4,4,1978,1978,Gable,1,HdBoard,HdBoard,BrkFace,200,0,1,CBlock,2,4,4,6,3,1,0,166,960,GasA,2,Y,1040,0,0,3,1,1,6,Typ,1,3,Detchd,Unf,616,2,2,Paved,131,None,0,7,2006,WD ,Normal,1.0,1.0,1040.0,0.0,1.0,0.0,136751.1523178808,160500,153065.52813245624,7434.471867543762
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,7288,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,1,OneFam,One_and_Half_Fin,3,6,1925,2003,Gable,1,VinylSd,VinylSd,None,0,2,3,BrkTil,2,1,1,1,7,1,0,936,936,GasA,4,Y,936,665,0,3,1,1,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,9,2007,WD ,Normal,0.0,2.0,1601.0,0.0,1.0,177.0,103752.90322580644,129850,127102.9745771146,2747.025422885403
One_Story_1945_and_Older,Residential_Low_Density,67,4853,1,0,Regular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Artery,1,OneFam,One_Story,3,4,1924,1999,Gable,1,MetalSd,VinylSd,BrkFace,203,0,1,BrkTil,2,2,2,3,6,1,0,974,1107,GasA,2,N,1296,0,0,2,1,2,5,Typ,1,4,Detchd,Unf,260,2,2,Paved,0,None,0,5,2010,WD ,Normal,0.0,2.0,1296.0,0.0,1.0,37.0,135071.9375,104000,114208.23233368086,10208.232333680862
Two_Story_1946_and_Newer,Residential_Low_Density,0,14311,1,0,Slightly_Irregular,Lvl,1,FR3,Gtl,Northwest_Ames,Norm,1,OneFam,Two_Story,7,3,1996,1996,Gable,1,VinylSd,VinylSd,BrkFace,402,2,1,PConc,4,2,1,6,3,1,0,213,1236,GasA,4,Y,1236,1104,0,4,1,3,9,Typ,1,4,Attchd,RFn,787,2,2,Paved,192,None,0,6,2008,WD ,Normal,1.0,3.0,2340.0,0.0,1.0,399.0,188406.90839694656,306000,310804.4192823527,4804.419282352726
Two_Story_1945_and_Older,Residential_Low_Density,107,12888,1,0,Regular,Bnk,1,Inside,Gtl,Sawyer,Feedr,1,OneFam,Two_Story,6,7,1937,1980,Gable,1,Wd Sdng,Wd Sdng,None,0,0,3,CBlock,2,2,1,5,1,1,0,717,1005,GasA,1,Y,1262,1005,0,3,1,1,7,Typ,2,4,Attchd,Fin,498,2,2,Paved,521,None,0,4,2007,WD ,Normal,1.0,2.0,2267.0,0.0,0.0,0.0,136751.1523178808,219000,215487.94831111762,3512.0516888823768
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8240,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,4,4,1960,1960,Hip,1,HdBoard,HdBoard,Stone,198,0,1,CBlock,2,2,1,1,7,1,0,1179,1179,GasA,3,Y,1179,0,0,2,1,1,5,Min2,0,0,Attchd,Fin,622,2,2,Partial_Pavement,0,None,0,6,2007,WD ,Normal,0.0,1.0,1179.0,0.0,0.0,0.0,130843.38144329896,110000,126748.48563480434,16748.48563480434
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,59,4484,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,South_and_West_of_Iowa_State_University,Norm,1,TwoFmCon,One_and_Half_Fin,3,4,1942,1979,Gable,1,Plywood,Plywood,None,0,0,1,CBlock,2,2,1,5,1,1,0,187,672,GasA,1,N,778,504,0,2,1,1,4,Typ,0,0,Detchd,Unf,240,2,2,Paved,0,None,0,7,2007,WD ,Normal,1.0,1.0,1282.0,0.0,1.0,89.0,135071.9375,108500,112636.3654566965,4136.365456696498
Two_Story_1946_and_Newer,Residential_Low_Density,73,8814,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Feedr,1,OneFam,Two_Story,3,4,1968,1968,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,2,4,1,0,0,732,GasA,4,Y,732,732,0,4,1,1,7,Typ,0,0,Attchd,Unf,470,2,2,Paved,0,None,0,6,2008,WD ,Normal,0.0,2.0,1464.0,0.0,1.0,41.0,145097.34988713317,141000,137456.88458105284,3543.1154189471563
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,10265,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,6,1967,2005,Gable,1,HdBoard,HdBoard,None,0,0,2,CBlock,2,2,1,5,1,1,0,234,992,GasA,4,Y,992,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,294,2,2,Paved,204,Shed,600,7,2008,WD ,Normal,1.0,1.0,992.0,0.0,0.0,0.0,136751.1523178808,145000,147237.27935134122,2237.279351341218
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8127,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,Norm,1,OneFam,Two_Story,6,3,2003,2003,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,6,3,1,0,402,812,GasA,4,Y,812,841,0,3,1,3,6,Typ,0,0,Attchd,RFn,628,2,2,Paved,0,None,0,3,2009,WD ,Normal,1.0,3.0,1653.0,0.0,1.0,46.0,229707.32417582415,209000,211450.64699740362,2450.6469974036154
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9938,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,6,3,1994,1994,Gable,1,HdBoard,HdBoard,BrkFace,251,2,1,PConc,4,2,1,6,3,1,0,331,1602,GasA,4,Y,1626,0,0,3,1,3,7,Typ,1,2,Attchd,RFn,534,2,2,Paved,424,None,0,4,2008,WD ,Normal,1.0,3.0,1626.0,0.0,1.0,41.0,184070.184,226500,232573.12795587152,6073.127955871518
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,7550,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,2,3,1920,1950,Gambrel,1,MetalSd,MetalSd,None,0,1,2,BrkTil,2,3,1,1,7,1,0,951,951,GasW,2,N,986,376,0,4,1,1,7,Typ,0,0,Detchd,Unf,280,3,2,Partial_Pavement,0,None,0,3,2007,WD ,Normal,0.0,2.0,1362.0,0.0,0.0,0.0,130843.38144329896,96000,89681.47247010165,6318.527529898347
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,10712,1,0,Regular,Lvl,1,Inside,Gtl,Mitchell,Norm,1,OneFam,One_Story,3,3,1991,1992,Gable,1,HdBoard,HdBoard,None,0,0,1,PConc,4,2,2,4,2,1,0,762,974,GasA,1,Y,974,0,0,3,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,9,2007,Oth,Abnorml,0.0,1.0,974.0,0.0,1.0,29.0,162226.63157894736,93500,121229.21101796706,27729.211017967056
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,9060,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Artery,1,OneFam,One_Story,3,4,1957,2006,Hip,1,Wd Sdng,Wd Sdng,BrkFace,98,0,1,PConc,0,0,0,0,5,0,0,0,0,GasA,4,Y,1340,0,0,3,1,1,7,Typ,1,4,Attchd,RFn,252,2,2,Paved,116,None,0,6,2007,WD ,Normal,0.0,1.0,1340.0,0.0,1.0,181.0,130843.38144329896,120000,124194.16579525553,4194.165795255525
Two_Story_1946_and_Newer,Floating_Village_Residential,79,10646,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Somerset,Norm,1,OneFam,Two_Story,6,3,2001,2001,Gable,1,VinylSd,VinylSd,BrkFace,513,0,1,PConc,2,2,1,6,3,1,0,177,858,GasA,4,Y,872,917,0,3,1,1,7,Typ,1,2,Attchd,Fin,546,2,2,Paved,0,None,0,6,2008,WD ,Normal,1.0,3.0,1789.0,0.0,0.0,0.0,229707.32417582415,223000,217868.7346845134,5131.265315486613
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9937,1,0,Regular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,One_Story,3,6,1964,1999,Hip,1,MetalSd,MetalSd,None,0,0,3,PConc,2,2,1,4,2,1,0,849,1486,GasA,4,Y,1486,0,0,3,1,1,7,Typ,0,0,Detchd,Fin,480,2,2,Paved,0,None,0,3,2009,WD ,Normal,1.0,1.0,1486.0,0.0,0.0,0.0,130843.38144329896,167000,155945.74233817676,11054.257661823242
One_Story_1945_and_Older,Residential_Medium_Density,0,6120,1,0,Regular,Lvl,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_Story,3,4,1945,1995,Gable,1,Plywood,Plywood,None,0,0,3,CBlock,0,0,0,0,5,0,0,0,0,GasA,3,N,808,0,0,1,1,1,6,Min2,0,0,Attchd,Unf,164,2,2,Partial_Pavement,0,None,0,6,2008,WD ,Normal,0.0,1.0,808.0,0.0,1.0,49.0,124756.25,81300,88551.37199461997,7251.371994619971
