MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh
Two_Story_1945_and_Older,Residential_Medium_Density,0,5100,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,Two_Story,7,6,1925,1996,Hip,1,Stucco,Wd Shng,None,0,0,3,PConc,2,2,1,1,7,1,0,588,588,GasA,2,Y,833,833,0,3,1,3,7,Typ,1,4,Detchd,Unf,228,2,2,Paved,192,None,0,6,2008,WD ,Normal,161000,0.0,1.0,1666.0,0.0,1.0,64.0,123991.89121338913
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,63,4347,1,0,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,One_and_Half_Fin,4,7,1910,1950,Gambrel,1,MetalSd,MetalSd,None,0,2,1,BrkTil,4,4,1,1,7,1,0,796,796,GasA,4,Y,825,784,0,3,1,1,7,Typ,0,0,Detchd,Unf,228,3,3,Dirt_Gravel,0,None,0,6,2008,WD ,Normal,127500,0.0,1.0,1609.0,0.0,1.0,183.0,123991.89121338913
One_Story_1945_and_Older,Residential_Medium_Density,0,6291,0,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,RRNe,1,OneFam,One_Story,4,4,1930,1950,Gable,1,Stucco,Wd Shng,None,0,2,3,BrkTil,2,2,1,1,7,1,0,768,768,GasA,1,Y,768,0,0,1,1,1,4,Typ,0,0,Detchd,Unf,440,2,2,Dirt_Gravel,0,None,0,7,2008,WD ,Normal,93850,0.0,1.0,768.0,0.0,1.0,85.0,103752.90322580645
Two_Story_1945_and_Older,Residential_Medium_Density,60,10266,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,Two_Story,4,4,1952,1952,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,3,6,1,0,396,768,GasA,1,Y,768,768,0,4,1,1,7,Typ,0,0,Detchd,Unf,308,2,2,Paved,0,None,0,5,2008,COD,Abnorml,136000,0.0,2.0,1536.0,0.0,1.0,297.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,6876,1,0,Regular,Bnk,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,4,4,1938,1958,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,1272,1272,GasA,1,Y,1272,0,697,4,1,1,9,Min1,1,4,Detchd,Unf,400,2,2,Paved,0,None,0,11,2008,COD,Normal,141000,0.0,2.0,1272.0,0.0,1.0,35.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,10320,1,1,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,3,4,1915,1978,Gable,1,HdBoard,HdBoard,None,0,0,2,BrkTil,2,3,1,1,7,1,0,880,880,GasA,3,Y,880,428,0,2,1,1,6,Typ,0,0,Detchd,Unf,400,3,3,Paved,0,None,0,4,2008,WD ,Normal,120000,0.0,2.0,1308.0,0.0,1.0,118.0,103752.90322580645
One_Story_1945_and_Older,Residential_Medium_Density,60,7200,1,0,Regular,Lvl,1,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,4,6,1925,1992,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,1,1,7,1,0,1040,1040,GasA,3,Y,1040,0,0,2,1,1,5,Typ,0,0,Detchd,Unf,320,2,2,Paved,0,None,0,7,2008,WD ,Normal,127500,0.0,1.0,1040.0,0.0,1.0,133.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,62,7006,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,4,4,1925,1950,Gable,1,Stucco,Stucco,None,0,0,1,PConc,2,2,1,3,6,1,0,647,768,GasA,1,Y,788,448,0,3,1,1,6,Typ,1,4,Detchd,Unf,384,2,2,Paved,0,None,0,8,2008,WD ,Family,127000,1.0,2.0,1236.0,0.0,0.0,0.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,7920,1,1,Slightly_Irregular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,1,OneFam,One_and_Half_Fin,4,6,1920,1950,Gable,1,MetalSd,MetalSd,None,0,0,2,CBlock,2,2,1,1,7,1,0,319,319,GasA,1,Y,1035,371,0,3,1,2,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,3,2008,WD ,Normal,89500,0.0,1.0,1406.0,0.0,1.0,145.0,103752.90322580645
One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,49,8235,1,0,Slightly_Irregular,HLS,1,Inside,Gtl,Old_Town,Feedr,0,OneFam,One_Story,3,6,1955,1995,Gable,1,MetalSd,MetalSd,None,0,0,3,CBlock,2,2,1,2,4,3,645,0,825,GasA,1,Y,825,0,0,2,1,1,4,Typ,0,0,Detchd,RFn,720,2,2,Paved,140,None,0,6,2008,WD ,Normal,125000,1.0,1.0,825.0,0.0,1.0,51.0,123991.89121338913
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5586,1,0,Slightly_Irregular,Bnk,1,Inside,Gtl,Old_Town,Feedr,1,OneFam,One_and_Half_Fin,4,6,1920,1998,Gable,1,MetalSd,MetalSd,None,0,0,1,BrkTil,2,2,1,1,7,1,0,901,901,GasA,3,Y,1088,110,0,4,1,1,7,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,9,2008,ConLD,Abnorml,79900,0.0,1.0,1198.0,0.0,1.0,99.0,123991.89121338913
One_Story_1945_and_Older,Residential_Medium_Density,60,10320,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,RRNe,1,OneFam,One_Story,3,7,1912,1991,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,3,2,1,1,7,1,0,451,451,GasA,1,Y,759,0,0,1,1,1,5,Typ,0,0,Detchd,Unf,576,2,2,Dirt_Gravel,40,None,0,8,2008,ConLD,Family,85000,0.0,1.0,759.0,0.0,0.0,0.0,103752.90322580645
Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,60,10320,1,1,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,TwoFmCon,Two_Story,5,5,1915,1950,Gable,1,AsphShn,AsphShn,None,0,1,2,PConc,2,3,1,1,7,1,0,536,536,GasA,4,N,808,536,0,3,2,1,8,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,42,None,0,5,2008,WD ,Normal,82375,0.0,2.0,1344.0,0.0,1.0,205.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,10320,1,1,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,4,6,1906,1995,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,1,7,1,0,756,756,GasA,4,Y,756,713,0,3,1,1,7,Typ,0,0,Detchd,Unf,216,2,2,Paved,57,None,0,6,2008,WD ,Normal,135000,0.0,1.0,1469.0,0.0,1.0,240.0,103752.90322580645
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,9488,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,4,1947,1993,Gable,1,VinylSd,VinylSd,None,0,2,1,CBlock,2,2,1,1,7,1,0,1046,1046,GasA,3,N,1054,0,0,3,1,1,6,Typ,0,0,Detchd,Unf,240,2,2,Paved,0,None,0,9,2008,WD ,Abnorml,124000,0.0,1.0,1054.0,0.0,1.0,183.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,55,8250,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,3,1968,1968,Hip,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,4,2,2,492,210,952,GasA,4,Y,1211,0,0,3,1,1,5,Typ,1,2,Attchd,Unf,322,2,2,Paved,0,None,0,8,2008,WD ,Normal,134000,0.0,1.0,1211.0,0.0,1.0,64.0,136751.1523178808
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,115,21286,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_and_Half_Fin,3,3,1948,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,1,7,1,0,720,720,GasA,1,Y,720,551,0,4,1,1,7,Typ,1,4,Attchd,Unf,312,2,2,Paved,0,None,0,8,2008,WD ,Normal,135000,0.0,2.0,1271.0,0.0,1.0,109.0,136751.1523178808
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,80,17120,1,0,Regular,Lvl,1,Inside,Gtl,Clear_Creek,Feedr,1,OneFam,One_and_Half_Fin,2,2,1959,1959,Gable,1,WdShing,Plywood,None,0,0,1,CBlock,0,0,0,0,5,0,0,0,0,GasA,1,Y,1120,468,0,4,1,1,7,Min2,1,4,Detchd,Fin,680,2,2,Dirt_Gravel,0,None,0,7,2008,WD ,Normal,134432,0.0,2.0,1588.0,0.0,1.0,60.0,208662.0909090909
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,62,10106,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,TwoFmCon,One_and_Half_Fin,3,6,1940,1999,Gable,1,Wd Sdng,Wd Sdng,None,0,0,3,BrkTil,2,2,1,5,1,3,181,112,644,GasA,3,Y,808,547,0,4,2,1,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,140,None,0,9,2008,WD ,Normal,127500,1.0,2.0,1355.0,0.0,0.0,0.0,130843.38144329897
Split_Foyer,Residential_Low_Density,0,11235,1,0,Regular,Lvl,1,Corner,Gtl,Sawyer,Feedr,1,OneFam,SFoyer,3,4,1963,1963,Gable,1,HdBoard,Wd Sdng,None,0,0,1,CBlock,4,2,3,5,1,1,0,197,981,GasA,1,Y,1075,0,0,3,1,3,6,Typ,0,0,Detchd,Unf,440,2,2,Paved,64,None,0,5,2008,WD ,Abnorml,148000,1.0,1.0,1075.0,0.0,1.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,11200,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,3,1965,1965,Hip,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,3,6,1,0,134,1040,GasA,4,Y,1040,0,0,3,1,1,5,Typ,0,0,Detchd,Unf,384,2,2,Paved,0,None,0,2,2008,WD ,Normal,129500,1.0,1.0,1040.0,0.0,0.0,0.0,136751.1523178808
Split_or_Multilevel,Residential_Low_Density,80,13014,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,SLvl,4,3,1978,1978,Gable,1,HdBoard,Plywood,BrkFace,39,0,1,CBlock,2,2,3,5,1,1,0,480,1008,GasA,1,Y,1096,0,0,3,1,1,6,Typ,1,3,Attchd,Unf,484,2,2,Paved,168,None,0,12,2008,WD ,Normal,157500,1.0,1.0,1096.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7162,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,6,1966,1966,Gable,1,HdBoard,HdBoard,BrkCmn,41,0,1,PConc,2,2,1,1,7,1,0,876,876,GasA,1,Y,904,0,0,3,1,1,6,Typ,0,0,Attchd,Unf,408,2,2,Paved,0,None,0,12,2008,WD ,Abnorml,109900,0.0,1.0,904.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,10265,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,6,1967,2005,Gable,1,HdBoard,HdBoard,None,0,0,2,CBlock,2,2,1,5,1,1,0,234,992,GasA,4,Y,992,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,294,2,2,Paved,204,Shed,600,7,2008,WD ,Normal,145000,1.0,1.0,992.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,9764,1,0,Slightly_Irregular,Lvl,1,FR2,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,6,1967,2003,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,1,4,2,1,0,192,894,GasA,4,Y,894,0,0,3,1,3,5,Typ,0,0,Attchd,RFn,450,2,2,Paved,0,None,0,5,2008,WD ,Normal,130000,1.0,1.0,894.0,0.0,0.0,0.0,136751.1523178808
Split_Foyer,Residential_Low_Density,0,7703,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,SFoyer,4,7,1978,1978,Gable,1,HdBoard,HdBoard,BrkCmn,40,0,1,CBlock,4,2,4,5,1,1,0,0,450,GasA,4,Y,1034,0,0,3,1,1,6,Typ,1,1,Basment,Fin,504,2,2,Paved,311,None,0,5,2008,WD ,Normal,153000,1.0,1.0,1034.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9981,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,3,1967,1967,Gable,1,MetalSd,MetalSd,BrkFace,340,0,1,CBlock,2,2,2,4,2,1,0,852,1073,GasA,3,Y,1073,0,0,3,1,1,6,Typ,0,0,Attchd,RFn,270,2,2,Paved,0,None,0,3,2008,WD ,Normal,120000,0.0,1.0,1073.0,0.0,1.0,91.0,136751.1523178808
Split_Foyer,Residential_Low_Density,0,7400,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,SFoyer,3,3,1984,1984,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,3,2,4,5,956,0,1060,GasA,1,Y,1126,0,0,2,1,1,5,Typ,0,0,Attchd,Unf,506,2,2,Paved,178,None,0,3,2008,WD ,Normal,152000,1.0,1.0,1126.0,0.0,0.0,0.0,136751.1523178808
Duplex_All_Styles_and_Ages,Residential_Low_Density,60,12900,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,Duplex,SFoyer,2,2,1969,1969,Gable,1,Plywood,Plywood,None,0,0,1,CBlock,4,2,3,6,3,1,0,0,1198,GasA,1,Y,1258,0,0,0,2,1,6,Typ,0,0,CarPort,Unf,400,3,2,Paved,120,None,0,1,2008,WD ,Alloca,108959,2.0,2.0,1258.0,0.0,0.0,0.0,136751.1523178808
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,60,12900,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,TwoFmCon,One_Story,3,2,1920,1950,Gable,1,BrkFace,Stucco,None,0,0,1,PConc,2,3,1,4,2,1,0,0,1300,GasA,2,Y,1140,0,0,3,1,1,6,Typ,0,0,CarPort,Unf,400,2,2,Paved,0,None,0,1,2008,WD ,Alloca,95541,1.0,1.0,1140.0,0.0,1.0,191.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9000,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,5,1959,1959,Gable,1,Wd Sdng,Plywood,None,0,0,1,CBlock,2,2,1,6,3,1,0,718,1006,GasA,1,Y,1006,0,0,3,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,7,2008,WD ,Normal,80000,0.0,1.0,1006.0,0.0,1.0,25.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8544,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1966,2006,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,1,7,1,0,1228,1228,GasA,3,Y,1228,0,0,3,1,3,6,Typ,0,0,Attchd,Unf,271,2,2,Paved,0,None,0,6,2008,WD ,Normal,149350,0.0,2.0,1228.0,0.0,1.0,66.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,9239,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Feedr,1,OneFam,One_Story,3,7,1963,2003,Gable,1,VinylSd,VinylSd,None,0,0,3,CBlock,2,2,1,6,3,1,0,326,960,GasA,4,Y,960,0,0,3,1,3,6,Typ,0,0,Attchd,Fin,300,2,2,Paved,168,None,0,5,2008,WD ,Normal,144900,1.0,1.0,960.0,0.0,0.0,0.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,14175,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,PosA,1,OneFam,One_Story,4,7,1956,1956,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,4,4,6,3,1,0,212,988,GasA,1,Y,1188,0,0,1,1,1,4,Typ,1,2,Attchd,Unf,621,2,2,Paved,102,None,0,6,2008,WD ,Normal,185000,1.0,1.0,1188.0,0.0,1.0,321.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,13284,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,PosN,1,OneFam,One_Story,3,3,1954,1954,Gable,1,Wd Sdng,Plywood,None,0,0,1,PConc,4,2,2,4,2,1,0,319,1383,GasA,1,Y,1383,0,0,3,1,1,6,Typ,1,4,Attchd,Unf,354,2,2,Paved,511,None,0,6,2008,WD ,Normal,165000,1.0,1.0,1383.0,0.0,1.0,117.0,136751.1523178808
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,13500,1,0,Regular,Lvl,1,Inside,Gtl,Clear_Creek,Norm,1,OneFam,One_Story,4,6,1960,1975,Flat,1,BrkFace,Plywood,None,0,0,1,CBlock,4,2,4,4,2,5,1080,93,1602,GasA,3,Y,1252,0,0,1,1,1,4,Typ,1,4,Attchd,RFn,564,2,2,Paved,409,None,0,3,2008,WD ,Normal,235000,1.0,1.0,1252.0,0.0,0.0,0.0,208662.0909090909
Split_or_Multilevel,Residential_Low_Density,85,13825,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,SLvl,3,4,1958,1987,Gable,1,MetalSd,MetalSd,None,0,0,3,CBlock,2,2,1,1,7,1,0,533,533,GasA,1,Y,1021,580,0,3,1,1,6,Min2,0,0,BuiltIn,RFn,300,2,2,Paved,280,None,0,12,2008,WD ,Normal,140000,1.0,1.0,1601.0,0.0,1.0,35.0,136751.1523178808
One_Story_1945_and_Older,Residential_Low_Density,60,10200,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,7,1940,1997,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,PConc,2,2,1,1,7,1,0,672,672,GasA,4,Y,672,0,0,2,1,1,4,Typ,0,0,Detchd,Unf,240,2,2,Dirt_Gravel,168,None,0,8,2008,WD ,Normal,108000,0.0,1.0,672.0,0.0,0.0,0.0,136751.1523178808
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,10532,1,0,Regular,Lvl,1,Corner,Gtl,Clear_Creek,Norm,1,OneFam,One_Story,3,5,1960,1960,Flat,0,Plywood,Plywood,Stone,275,0,1,CBlock,2,2,2,3,6,1,0,0,988,GasA,3,Y,1721,0,0,3,1,1,7,Mod,2,2,Basment,Unf,626,2,2,Paved,50,None,0,12,2008,WD ,Abnorml,145000,1.0,2.0,1721.0,0.0,1.0,85.0,208662.0909090909
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,63,8375,1,0,Regular,Lvl,1,Corner,Gtl,Sawyer,Norm,1,OneFam,One_and_Half_Fin,3,6,1941,1973,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,5,1,1,0,240,576,GasA,3,Y,864,486,0,2,1,3,6,Min1,0,0,More_Than_Two_Types,Unf,627,2,2,Dirt_Gravel,0,None,0,6,2008,WD ,Normal,152400,1.0,2.0,1350.0,0.0,0.0,0.0,136751.1523178808
Split_or_Multilevel,Residential_Low_Density,0,10200,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,SLvl,3,7,1970,1970,Hip,1,HdBoard,HdBoard,None,0,0,3,PConc,4,2,3,5,1,1,0,160,864,GasA,4,Y,904,0,0,3,1,3,5,Typ,0,0,More_Than_Two_Types,Unf,912,2,2,Paved,143,None,0,6,2008,WD ,Normal,144000,0.0,1.0,904.0,0.0,0.0,0.0,136751.1523178808
One_Story_PUD_1946_and_Newer,Residential_Low_Density,0,2887,1,0,Regular,HLS,1,Inside,Gtl,Clear_Creek,Norm,1,OneFam,One_Story,4,3,1996,1997,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,PConc,4,2,2,6,3,1,0,288,1291,GasA,4,Y,1291,0,0,2,1,3,6,Typ,1,4,Attchd,Unf,431,2,2,Paved,307,None,0,11,2008,WD ,Normal,173000,1.0,1.0,1291.0,0.0,0.0,0.0,208662.0909090909
Two_Story_1946_and_Newer,Residential_Low_Density,83,10005,1,0,Regular,Lvl,1,Inside,Gtl,Clear_Creek,Norm,1,OneFam,Two_Story,6,3,1977,1977,Hip,1,Plywood,Plywood,BrkFace,299,0,1,CBlock,4,2,1,4,2,1,0,768,1160,GasA,4,Y,1156,866,0,4,1,1,8,Typ,1,2,Attchd,Fin,505,2,2,Paved,288,None,0,3,2008,WD ,Normal,192000,0.0,3.0,2022.0,0.0,1.0,118.0,208662.0909090909
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,20270,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Clear_Creek,Norm,1,OneFam,One_Story,6,4,1979,1979,Gable,1,Plywood,Plywood,None,0,0,1,CBlock,4,2,4,6,3,1,0,925,1524,GasA,1,Y,1524,0,0,3,1,1,7,Typ,2,4,Attchd,Fin,478,2,2,Paved,140,None,0,4,2008,WD ,Normal,245000,1.0,2.0,1524.0,0.0,0.0,0.0,208662.0909090909
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,39104,1,0,Slightly_Irregular,Low,1,CulDSac,Sev,Clear_Creek,Norm,1,OneFam,One_Story,6,6,1954,2005,Flat,0,Plywood,Plywood,None,0,0,1,CBlock,4,2,4,2,4,6,1063,96,1385,GasA,4,Y,1363,0,0,2,1,1,5,Mod,2,2,Attchd,Unf,439,2,2,Paved,81,None,0,4,2008,WD ,Normal,241500,1.0,1.0,1363.0,0.0,0.0,0.0,208662.0909090909
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,53227,1,0,Slightly_Irregular,Low,1,CulDSac,Mod,Clear_Creek,Norm,1,OneFam,One_Story,2,4,1954,1994,Flat,0,Plywood,Plywood,None,0,0,1,CBlock,4,2,4,4,2,1,0,248,1364,GasA,4,Y,1663,0,0,2,1,3,6,Min1,2,4,Attchd,Fin,529,2,2,Paved,224,None,0,3,2008,WD ,Normal,256000,1.0,1.0,1663.0,0.0,1.0,138.0,208662.0909090909
Split_or_Multilevel,Residential_Low_Density,124,11512,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,SLvl,4,6,1959,2006,Gable,1,Plywood,Plywood,BrkFace,84,0,1,CBlock,2,2,3,5,1,1,0,300,1019,GasA,3,Y,1357,0,0,2,1,4,5,Typ,1,4,Basment,RFn,312,2,2,Paved,0,None,0,5,2008,WD ,Normal,177000,1.0,1.0,1357.0,0.0,1.0,0.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,5190,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,6,3,1948,1950,Gable,1,BrkFace,Plywood,None,0,0,1,CBlock,2,2,1,1,7,1,0,570,570,GasA,1,Y,617,462,0,2,1,1,5,Typ,1,4,Attchd,Unf,249,2,2,Paved,135,None,0,1,2008,WD ,Normal,125600,0.0,1.0,1079.0,0.0,0.0,0.0,130843.38144329897
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10452,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,4,3,1953,1953,Hip,1,Wd Sdng,Wd Sdng,Stone,216,0,1,CBlock,2,2,2,3,6,1,0,594,1094,GasA,4,Y,1094,0,0,3,1,1,5,Typ,2,4,Attchd,RFn,495,2,2,Paved,0,None,0,6,2008,WD ,Normal,155000,0.0,1.0,1094.0,0.0,1.0,0.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,75,45600,1,0,Moderately_Irregular,Bnk,1,Inside,Gtl,Clear_Creek,Norm,1,OneFam,One_and_Half_Fin,4,7,1908,1997,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,907,907,GasA,1,Y,1307,1051,0,5,1,1,10,Typ,1,4,Detchd,Unf,360,3,2,Paved,486,None,0,9,2008,WD ,Normal,240000,0.0,3.0,2358.0,0.0,1.0,40.0,208662.0909090909
One_Story_1945_and_Older,Residential_Low_Density,85,19550,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,3,6,1940,2007,Flat,0,PreCast,PreCast,None,0,0,1,PConc,2,2,4,5,1,1,0,545,1580,GasA,4,Y,1518,0,0,2,1,2,5,Typ,2,4,No_Garage,No_Garage,0,0,0,Paved,0,None,0,1,2008,WD ,Normal,260000,1.0,1.0,1518.0,0.0,1.0,40.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,66,21780,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,4,6,1918,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,4,2,2,1,7,1,0,1163,1163,GasA,4,Y,1163,511,0,4,1,1,8,Typ,1,4,Detchd,Fin,396,2,2,Dirt_Gravel,72,None,0,7,2008,WD ,Normal,185000,0.0,2.0,1674.0,0.0,1.0,36.0,130843.38144329897
