Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Actual Value,Predicted Value,Difference
70,11200,3,3,1965,1965,0,0,1,2,2,1,3,6,134,1040,4,1040,0,3,1,5,0,0,384,2,0,2,2008,1.0,1.0,1040.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,129500,131364.54104477612,1864.5410447761242
85,11103,6,3,2006,2006,0,2,1,4,2,1,1,7,728,728,4,728,728,3,3,8,1,2,440,2,0,7,2007,0.0,3.0,1456.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,155835,174186.35519125682,18351.355191256822
75,9525,4,2,1954,1972,0,0,1,2,3,1,3,6,550,994,3,1216,639,4,1,7,0,0,325,2,182,10,2006,0.0,2.0,1855.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,136900,163127.15,26227.149999999994
82,6270,3,4,1949,1950,0,0,1,2,2,1,4,2,717,1001,1,1001,1001,4,1,8,0,0,871,2,0,8,2007,0.0,2.0,2002.0,0.0,207550.83495145632,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,145000,215805.91025641025,70805.91025641025
0,8963,7,8,1976,1996,289,3,3,2,4,1,6,3,487,1142,4,1175,1540,4,3,11,2,2,831,2,0,7,2008,1.0,4.0,2715.0,205.0,188406.90839694656,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,299800,256200.0,43600.0
75,9525,4,3,1953,1953,0,0,1,2,2,1,2,4,532,1000,1,1068,541,5,1,7,0,0,305,2,0,7,2006,0.0,2.0,1609.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,149900,149307.8651685393,592.1348314606876
104,11361,4,3,1976,1976,160,0,1,4,2,1,5,1,549,1193,1,1523,0,3,1,7,1,2,478,2,0,5,2008,1.0,2.0,1523.0,0.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,180000,174186.35519125682,5813.644808743178
134,19378,6,3,2005,2006,456,2,1,4,2,2,6,3,1335,1392,4,1392,1070,4,3,9,1,4,576,2,239,3,2006,1.0,3.0,2462.0,301.0,190646.5757575757,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,320000,253089.22727272726,66910.77272727274
41,5748,7,3,2005,2006,473,2,1,5,2,4,6,3,0,1573,4,1778,0,2,4,5,1,4,495,2,123,2,2006,2.0,2.0,1778.0,53.0,207550.83495145632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375000,272497.34,102502.65999999997
26,10943,4,3,1997,1998,0,2,1,4,2,1,6,3,475,1405,4,1337,0,2,3,5,1,2,522,2,0,10,2007,1.0,2.0,1337.0,69.0,145097.34988713317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,177000,163127.15,13872.850000000006
68,4080,4,7,1935,1998,0,0,1,2,2,1,1,7,901,901,3,861,517,3,3,6,0,0,162,3,54,6,2009,0.0,1.0,1378.0,41.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,128900,103526.15584415584,25373.844155844155
90,11700,4,4,1968,1968,420,0,1,2,2,1,5,1,304,708,3,708,708,3,1,7,1,2,776,2,0,5,2006,0.0,3.0,1416.0,169.0,188406.90839694656,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,179900,174186.35519125682,5713.644808743178
0,13500,4,6,1960,1975,0,0,1,4,2,4,4,2,93,1602,3,1252,0,1,1,4,1,4,564,2,409,3,2008,1.0,1.0,1252.0,0.0,208662.0909090909,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,235000,169210.86956521738,65789.13043478262
66,10235,7,3,2007,2007,306,2,1,4,2,3,1,7,1643,1643,4,1651,0,3,3,7,1,4,870,2,192,9,2007,0.0,2.0,1651.0,65.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,246500,272497.34,25997.340000000026
91,11643,3,3,1969,1969,368,0,1,2,2,1,2,4,748,1248,1,1338,1296,6,1,12,0,0,968,2,0,8,2009,2.0,4.0,2634.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,200000,139674.2048192771,60325.7951807229
90,8100,3,4,1948,1973,0,0,1,2,2,1,3,6,1221,1559,3,1559,0,2,1,5,0,0,812,2,0,6,2007,1.0,1.0,1559.0,347.0,123991.89121338911,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,153500,139674.2048192771,13825.795180722896
104,13518,8,3,2008,2009,860,3,1,5,2,1,1,7,1926,1926,4,1966,1174,4,4,11,2,4,820,2,144,7,2009,0.0,4.0,3140.0,79.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,485000,423316.1538461539,61683.84615384613
80,13384,3,3,1969,1979,194,0,1,2,2,3,3,6,641,1104,2,1360,0,3,1,8,1,2,336,2,160,5,2006,1.0,1.0,1360.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,140000,174186.35519125682,34186.35519125682
60,8400,6,3,1996,1997,32,0,1,4,2,1,6,3,100,384,3,958,670,3,1,7,1,2,390,2,48,6,2009,0.0,3.0,1628.0,73.0,190646.5757575757,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,189000,174186.35519125682,14813.644808743178
85,10625,6,3,2003,2004,292,2,1,4,2,1,6,3,132,998,4,1006,1040,3,3,8,1,4,871,2,320,8,2008,1.0,3.0,2046.0,63.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,284000,215805.91025641025,68194.08974358975
73,9802,3,3,2006,2007,0,0,1,4,2,1,1,7,384,384,3,744,700,3,1,7,0,0,400,2,100,4,2010,0.0,3.0,1444.0,0.0,246599.54166666663,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,174000,174186.35519125682,186.35519125682185
43,3182,6,3,2005,2006,16,2,1,4,2,3,6,3,1204,1220,4,1220,0,2,3,5,1,4,397,2,100,8,2009,0.0,2.0,1220.0,17.0,196661.67857142852,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,180000,174186.35519125682,5813.644808743178
70,9370,4,3,1992,1993,0,2,1,4,2,1,5,1,78,836,4,844,887,3,3,7,0,0,462,2,307,10,2006,1.0,3.0,1731.0,85.0,184070.184,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,248500,215805.91025641025,32694.08974358975
64,8791,4,3,2003,2003,0,2,1,4,2,1,3,6,361,864,4,864,864,3,3,7,0,0,673,2,216,5,2008,0.0,3.0,1728.0,57.0,229707.32417582412,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,207500,215805.91025641025,8305.91025641025
0,4435,4,3,2003,2004,170,2,1,4,2,3,6,3,163,848,4,848,0,1,3,4,0,0,420,2,140,6,2009,1.0,1.0,848.0,0.0,201803.43445692884,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000,143238.88095238095,761.1190476190532
70,8400,7,4,2001,2001,0,2,1,4,2,1,6,3,167,810,4,810,855,3,3,6,0,0,528,2,0,11,2009,1.0,3.0,1665.0,46.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,227000,238109.625,11109.625
60,7200,3,6,1950,1950,0,0,1,2,2,1,4,2,246,876,1,988,0,3,1,6,0,0,276,2,0,5,2007,0.0,1.0,988.0,81.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,119000,131364.54104477612,12364.541044776124
50,9466,7,3,1994,1995,0,2,1,4,2,4,2,4,0,1494,4,1494,0,1,3,5,1,4,478,2,0,5,2007,1.0,2.0,1494.0,30.0,248314.5833333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,279700,238109.625,41590.375
68,9717,3,4,1950,1996,0,0,1,2,2,2,6,3,0,1078,3,1078,0,2,3,5,0,0,240,2,366,4,2010,1.0,1.0,1078.0,113.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,142125,131364.54104477612,10760.458955223876
75,9000,7,3,2008,2008,36,2,1,4,2,3,6,3,488,1566,4,1566,0,3,3,7,0,0,750,2,144,4,2010,1.0,2.0,1566.0,169.0,229707.32417582412,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,262500,238109.625,24390.375
65,10237,4,3,2005,2006,0,2,1,4,2,1,1,7,728,728,4,728,728,3,3,8,1,4,390,2,0,2,2006,0.0,3.0,1456.0,25.0,190646.5757575757,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170440,174186.35519125682,3746.355191256822
74,11563,7,3,2006,2007,258,2,1,5,2,4,6,3,482,1518,4,1537,0,3,3,8,0,0,788,2,0,4,2008,1.0,2.0,1537.0,27.0,246599.54166666663,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,294000,238109.625,55890.375
60,6931,6,3,2003,2004,92,2,1,4,2,1,1,7,746,746,4,760,896,3,3,7,1,4,397,2,178,7,2008,0.0,3.0,1656.0,129.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,165400,149307.8651685393,16092.134831460688
78,10335,3,4,1968,1993,0,0,1,2,2,1,3,6,891,1461,3,1721,0,3,1,7,1,2,440,2,0,7,2006,0.0,3.0,1721.0,277.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,180000,139674.2048192771,40325.7951807229
76,9892,7,3,1994,1995,0,2,3,4,4,4,6,3,54,1679,4,1803,0,3,3,6,2,2,482,2,129,2,2010,2.0,3.0,1803.0,287.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,285000,272497.34,12502.659999999974
115,21286,3,3,1948,1950,0,0,1,2,2,1,1,7,720,720,1,720,551,4,1,7,1,4,312,2,0,8,2008,0.0,2.0,1271.0,109.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,135000,112702.48913043478,22297.510869565216
0,8121,4,3,2000,2000,0,0,1,4,2,1,1,7,953,953,4,953,711,3,1,7,1,2,460,2,100,1,2006,0.0,3.0,1664.0,41.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,172400,174186.35519125682,1786.3551912568219
60,8118,8,3,2007,2007,178,3,1,5,2,4,6,3,676,1710,4,1710,0,2,4,6,1,4,557,2,156,7,2008,1.0,2.0,1710.0,49.0,324229.1960784314,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,334000,303457.05263157893,30542.947368421068
34,4058,6,3,1998,1998,182,0,1,4,2,3,6,3,0,723,4,767,0,1,1,4,0,0,367,2,120,6,2007,1.0,1.0,767.0,41.0,145097.34988713317,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,133000,131364.54104477612,1635.4589552238758
60,5400,4,4,1920,1950,0,1,1,2,2,1,1,7,972,972,4,1044,0,3,1,6,0,0,207,2,0,9,2009,0.0,1.0,1044.0,177.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,119000,103526.15584415584,15473.844155844155
21,2217,2,2,1970,1970,0,0,1,2,2,1,4,2,0,546,1,546,546,3,1,6,0,0,286,2,238,8,2009,0.0,2.0,1092.0,0.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,88000,98552.12389380531,10552.123893805314
129,16737,8,3,2004,2005,66,2,1,5,2,3,6,3,533,1980,4,1980,0,3,4,8,1,4,770,2,194,9,2006,1.0,2.0,1980.0,46.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,315000,529209.0,214209.0
42,7614,5,3,1905,1950,0,0,1,2,3,2,1,7,738,738,3,714,662,2,1,7,0,0,216,2,0,3,2006,0.0,1.0,1376.0,104.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,96900,103526.15584415584,6626.1558441558445
51,3500,5,3,1945,1950,0,0,1,2,2,1,2,4,226,370,1,442,228,2,2,4,0,0,0,0,0,7,2007,1.0,1.0,670.0,22.0,124756.25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,64000,103526.15584415584,39526.155844155845
60,9600,3,7,1925,1994,0,0,1,2,2,2,1,7,702,702,3,842,630,3,3,6,0,0,250,3,0,7,2007,0.0,1.0,1472.0,85.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,125000,149307.8651685393,24307.865168539312
75,9000,7,3,2006,2006,0,2,1,4,2,3,1,7,1088,1088,4,1088,871,3,3,8,1,4,1025,2,208,12,2007,0.0,3.0,1959.0,47.0,229707.32417582412,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,270000,256200.0,13800.0
0,9019,4,3,1994,1994,0,0,1,4,2,1,5,1,362,636,4,636,684,3,3,6,0,0,472,2,0,7,2006,0.0,3.0,1320.0,41.0,184070.184,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,150000,174186.35519125682,24186.355191256822
21,1477,2,2,1970,1970,0,0,1,4,2,3,6,3,121,630,1,630,0,1,1,3,0,0,286,2,0,4,2009,1.0,1.0,630.0,0.0,95756.48648648648,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,80000,98552.12389380531,18552.123893805314
90,9900,3,3,1966,1966,0,0,1,4,2,1,4,2,150,1209,3,1209,0,3,1,6,0,0,504,2,0,4,2010,1.0,1.0,1209.0,121.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,159000,131364.54104477612,27635.458955223876
48,17043,4,3,1979,1998,0,0,3,4,3,1,1,7,1362,1362,1,1586,0,3,1,7,1,2,435,2,192,1,2009,0.0,2.0,1586.0,0.0,188406.90839694656,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,181000,222892.0,41892.0
81,7635,3,4,1960,1960,0,0,1,2,2,1,3,6,237,1175,4,1175,0,3,1,6,0,0,484,2,0,6,2010,0.0,2.0,1175.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,148000,131364.54104477612,16635.458955223876
60,9000,3,3,1974,1974,0,0,1,4,2,1,1,7,896,896,1,896,896,4,1,8,0,0,0,0,32,9,2009,0.0,4.0,1792.0,46.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,136000,103526.15584415584,32473.844155844155
0,11088,7,3,2002,2002,0,2,1,4,2,1,6,3,476,1348,4,1358,0,1,3,5,1,2,418,2,68,6,2006,1.0,2.0,1358.0,167.0,201803.43445692884,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,220000,238109.625,18109.625
51,10480,4,3,1936,1950,0,0,1,2,2,1,1,7,1064,1064,4,1166,0,3,1,6,0,0,240,2,0,3,2008,0.0,1.0,1166.0,0.0,135071.9375,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,115000,112702.48913043478,2297.510869565216
76,9591,7,3,2004,2005,262,2,1,5,2,3,6,3,625,1713,4,1713,0,3,4,7,1,4,856,2,0,1,2009,1.0,2.0,1713.0,26.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,274900,272497.34,2402.6599999999744
60,7200,3,6,1937,1950,252,0,1,4,2,1,5,1,162,731,4,981,787,3,3,7,2,2,240,2,0,6,2007,1.0,2.0,1768.0,265.0,135071.9375,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,175000,149307.8651685393,25692.134831460688
62,8857,4,3,2006,2006,0,2,1,4,2,1,1,7,738,738,4,738,757,3,3,7,1,4,440,2,100,3,2007,0.0,3.0,1495.0,31.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,171925,174186.35519125682,2261.355191256822
65,5950,7,3,1989,1989,0,2,1,4,2,4,6,3,1018,1337,3,1337,0,2,3,5,1,2,462,2,0,4,2008,1.0,2.0,1337.0,228.0,324229.1960784314,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,188500,194003.7,5503.700000000012
80,3523,7,3,2006,2007,30,2,1,4,2,1,6,3,1081,1141,4,1151,0,2,3,5,0,0,484,2,0,2,2007,1.0,2.0,1151.0,61.0,229707.32417582412,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,166000,194003.7,28003.70000000001
75,9157,6,3,2003,2003,0,2,1,4,2,1,1,7,912,912,4,1072,942,3,3,9,0,0,486,2,124,2,2009,0.0,3.0,2014.0,115.0,246599.54166666663,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,170000,215805.91025641025,45805.91025641025
43,10667,6,4,1996,1996,0,2,1,4,2,3,6,3,70,799,4,827,834,3,3,6,1,2,550,2,158,4,2009,1.0,3.0,1661.0,62.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,212000,174186.35519125682,37813.64480874318
64,7007,3,3,1979,1979,0,0,1,0,0,0,0,5,0,0,1,1513,0,4,1,8,0,0,400,2,0,6,2009,0.0,2.0,1513.0,0.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,113722,174186.35519125682,60464.35519125682
0,9928,6,3,1991,1992,0,0,1,4,2,1,6,3,215,1454,1,1478,0,3,1,6,1,2,506,2,114,5,2007,1.0,2.0,1478.0,23.0,162226.63157894736,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,210000,222892.0,12892.0
41,5330,7,3,2000,2000,0,2,1,4,2,3,6,3,298,1494,4,1652,0,2,4,6,0,0,499,2,96,8,2007,1.0,2.0,1652.0,49.0,324229.1960784314,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,251000,272497.34,21497.340000000026
70,4270,5,4,1931,2006,0,0,1,2,2,1,3,6,0,544,4,774,0,3,3,6,0,0,0,0,0,5,2007,0.0,1.0,774.0,287.0,130843.38144329896,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,79000,103526.15584415584,24526.155844155845
75,9375,6,3,1997,1997,0,2,1,4,2,1,1,7,1040,1040,4,1044,1054,4,3,9,1,2,621,2,331,4,2010,0.0,3.0,2098.0,39.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,240000,253089.22727272726,13089.227272727265
73,8925,7,3,2007,2007,0,2,1,4,2,3,6,3,1450,1466,4,1466,0,3,3,7,0,0,610,2,100,7,2009,0.0,2.0,1466.0,19.0,246599.54166666663,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,201000,238109.625,37109.625
60,7200,6,8,1936,2007,0,2,3,4,4,1,5,1,0,560,4,575,560,3,3,6,0,0,576,2,256,4,2009,1.0,1.0,1135.0,0.0,135071.9375,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,155000,131364.54104477612,23635.458955223876
78,11645,7,3,2005,2006,198,2,1,5,2,4,6,3,448,1570,4,1590,0,2,4,6,0,0,754,2,176,8,2006,1.0,3.0,1590.0,81.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,294900,272497.34,22402.659999999974
